sen1	sen2	src	score
나는 아기의 대화가 언어발달에 도움이 되거나 해롭다는 것을 보여주는 확실한 증거를 알지 못한다.	아기 말은 올바르게 사용되면 말 발달에 이롭다.	main-forum	2.00
집안일 보상(들)을 마련한다는 명시된 목표를 가지고 가족회의를 가질 가능성이 있다.	많은 어린이들은 보상에 의해 동기 부여되는 대신에 통제를 받는 것에 의해 동기 부여를 받습니다.	main-forum	1.80
요점은 젖을 먹으며 아기가 위장으로 빨아들이는 공기를 빼내는 것입니다.	"나는 내 아기와 함께 ""규칙""보다 그의 행동을 따르는 것이 더 정확하다는 것을 발견했다."	main-forum	1.20
보건 전문가와 직접 상담할 수 있는 학교장과 상담 경로를 가져야 합니다.	부모들이 선생님에게는 명백해 보이는 것을 보지 않으려 할 때 항상 어렵다.	main-forum	0.80
이 질문에 어떤 확실성으로 답하는 과학 연구를 찾기가 힘들 것입니다.	여러분이 언급하는 주제들은 매우 광범위하고 과학계와 밀접하게 관련되지 않습니다.	main-forum	2.20
치즈는 매우 건강하고 임신 중에도 좋지만, 어떤 종류는 심각한 문제를 일으킬 수 있는 리스테리아를 포함할 수 있다.	언급된 바와 같이, 치즈의 문제는 리스테리아의 잠재력이다.	main-forum	3.20
우리의 두 아이는 적어도 첫해 동안 휴대용 울타리 안에서 잠을 잤고, 아무런 문제도 없었다.	당신의 것은 우리가 내 아이들에게 사용했던 것(같은 브랜드와 모든 것)과 닮았다.	main-forum	1.40
난 깨물고 노는 장난감이 나쁘다고 말하는 것을 읽어본 적이 없다. 어디서 읽었니?	우리는 아이들과 손주들에게 얼음 조각에 싸인 깨끗한 천이나 아기 양말을 사용했습니다.	main-forum	1.40
나는 비슷한 상황에 직면해 있다; 덴마크인이고 (독일어를 사용하는) 오스트리아에서 살고 있다.	대안은 그녀를 단독으로 또는 추가로 보육원에서 힌디에게 노출시키는 것입니다.	main-forum	0.00
내 아들은 4살 생일이 될 때까지 배변 훈련을 받지 않았다.	여기 약 2.5년 동안 화장실 훈련을 시작한 내 아들에게 적용되던 몇 가지 것들이 있다.	main-forum	1.60
그녀에게 얼마나 첨벙거리는 것이 재미있는 것인지 보여주세요 - 그것이 우리가 한 것이고, 그것을 가지고 게임을 만들었습니다.	당신은 그녀에게 장난감을 가까이 두거나 그녀에게 장난감을 줄 수 있다.	main-forum	0.80
우리 딸은 항상 목욕을 좋아했지만, 밖으로 나오는 것은... 그리 많지는 않았다...	아내와 나는 원래 목욕 시간이 끝났을 때 우리의 신생아 쌍둥이가 ㅅ소란을 피우는 것과 같은 문제를 겪었다.	main-forum	2.80
의사 놀이를 하는 것은 모든 아이들이 어느 시점에서 시도하고 싶어 하는 것이다.	나는 그들이 5살과 4살 때 딸과 그의 여자 친구와 함께 비슷한 상황에 있었다.	main-forum	1.80
대부분의 의사들은 알레르기 반응에 대한 걱정이 거의 없기 때문에 쌀 시리얼을 첫 음식으로 추천한다.	숟가락으로 먹는 것은 그들에게는 특이한 경험이어야 한다.	main-forum	0.67
내가 유아 잠에 대해 찾을 수 있는 대부분의 문헌들은 주로 식습관이 아닌 잠에서 깨는 습관과 관련이 있다.	내 경험상, 아기들은 배가 고플 때 스스로 일어나는 경향이 있다.	main-forum	2.60
이것은 내가 일 년 내내 쌍둥이 소년들을 위해 모유를 퍼올린 개인적인 경험을 바탕으로 한 나의 조언이다.	나는 처음 3일이 가장 중요하다는 것을 이해한다. 그래서 그때 그렇게 하는 것이 중요하다.	main-forum	0.40
그것은 가능하지만, 그것은 유순한 여성 베타와 큰 탱크여야 할 것이다.	우리는 한 번은 지역사회 탱크에 남성 베타를 넣으려고 했다.	main-forum	2.40
거북이는 금붕어를 먹는 것을 좋아하고 입에 맞는 많은 것들을 좋아합니다.	첫째, 거북이들은 물고기가 친구가 아니라 음식이기 때문에 물고기를 먹고 있습니다.	main-forum	2.80
축출량이 정상이라는 점을 감안할 때, 그것을 줄이기 위해 당신이 할 수 있는 일은 없다고 생각합니다.	고양이가 가구와 옷에 묻히는 털의 양을 줄이기 위해, 여러분은 디셰더 브러시를 시도할 수 있습니다.	main-forum	2.00
"내가 다니오스에 대해 경험한 바에 따르면 그들은 항상 ""지배하는"" 물고기였다."	얼룩말 다니오스는 매우 단단한 물고기입니다. 그들은 거의 죽이기 어렵습니다.	main-forum	3.00
나는 고양이들이 다양한 이유로 쓰레기 상자를 사용하는 것을 좋아하지 않는 것을 보아왔다.	"켈타리는 좋은 생각이 있다고 생각해요. 고양이는 쓰레기에 대한 ""맛""을 바꿀 수 있습니다."	main-forum	2.60
고양이(그리고 일반적으로 모든 동물)는 질서나 정돈의 개념을 이해하지 못한다.	그들은 그 물건들을 집 주변에 두고 가거나 집의 정리를 해칠 의도가 없다.	main-forum	1.80
그것은 마치 당신의 고양이가 무언가에 대해 화가 난 것처럼 들리고, 그것을 당신에게 전달하려고 노력하는 것처럼 들린다.	뭔가가 당신의 고양이를 괴롭히고 있고 그는 그것을 좋아하지 않는다.	main-forum	3.80
나는 대부분의 고양이들이 사람들을 많이 핥지 않는다는 것을 알아차렸다.	고양이는 모든 종류의 이유에 기초하여 사람을 핥을 수도 있고 핥지 않을 수도 있다.	main-forum	3.00
당신은 물고기가 자연사했다고 어떻게 그렇게 확신할 수 있겠어요?	공격적인 탱크인 나의 200L 담수 탱크에서, 물고기들은 때때로 죽을 때까지 괴롭힘을 당한다.	main-forum	1.40
먼저, 개가 정말로 공격적인지 확인하기 위해 개의 신체 언어를 다시 확인합니다.	첫째, 이것은 여러분이나 여러분의 개의 문제가 아니라는 것을 깨달아야 합니다.	main-forum	1.60
물의 적절한 ph 수준은 물고기에 따라 약간 다르지만, 너무 산성인 것은 확실히 그들을 죽일 수 있다.	이전 답변에서 제공한 정보는 좋습니다.	main-forum	0.00
내 추측으로는 네 고양이는 네가 먹이를 주는 음식만 약간 좋아한다는 거야.	일부 연구자들은 집고양이들이 결코 완전히 정신적으로 성장하지 않는다고 믿고 고양이들은 항상 엄마처럼 당신을 바라본다.	main-forum	0.60
낡은 카펫으로 문 앞을 가리고 스테이플 건을 사용하여 고정합니다.	내가 이 문제를 파헤치기 시작했던 이유는 네가 질문으로 내 호기심을 자극해서...	main-forum	0.00
쥐로 바꾸어보세요; 더 작은 것이 필요하다면 새끼 쥐로.	이전 답변에서 언급했듯이 쥐와 게르빌루스쥐는 쥐 대신에 또는 쥐에 대한 교환으로 제공할 수 있습니다.	main-forum	3.40
이 동물을 수의사에게 바로 데려가야 합니다.	다른 답변에서 다루듯이, 당신의 유일한 선택은 수술을 하기 위해 수의사를 보는 것이다.	main-forum	3.60
알레르기의 주요 원인은 타액의 단백질이다.	동물, 특히 털이 많은 동물에 대한 알레르기는 종 특이적이 아닌 전체에 있을 수 있습니다.	main-forum	2.20
당신의 토끼가 약간 살을 찌는 것을 도울 몇 가지가 있다.	존 캐번은 그의 대답에서 토끼의 무게를 증가시키기 위한 합리적이고 적절한 방법을 가지고 있다.	main-forum	3.00
재고를 쌓는 것은 특정 서식 동물뿐만 아니라 설정 및 수족관 경험에 매우 주관적입니다.	여러분은 항상 천천히 수조에 물고기를 넣고 싶어 할 것입니다.	main-forum	1.80
가장 좋은 방법은 잠자리에 들기 전 저녁에 매일 밤 고양이와 놀아주는 것입니다.	내가 한 수법은 내 고양이들이 밤중에 나를 방해하면 붙잡아서 가까이 붙드는 것이었다.	main-forum	2.40
나는 베타스와 직접적인 경험이 없지만, 나는 쌍이 어떤 남자/여자 조합으로 장기적으로 작용할 것이라는 것을 들어본 적이 없다.	베타는 매우 영토적이며, 어떤 성별을 함께하게 하든 그들은 싸울 것이다.	main-forum	2.60
우리는 항상 그것을 버터나 정어리 위에 눌렀다.	우리는 매일 약을 복용해야 하는 고양이를 가지고 있었고, 그것은 고양이에게 약을 주는 것은 갈등이었다.	main-forum	1.40
내가 생각할 수 있는 가장 큰 이유는 네가 고양이의 방어 메커니즘을 없애고 있다는 것이다.	고양이들은 보통 발을 잡고, 만지거나, 혹은 그와 같은 것을 좋아하지 않는다.	main-forum	1.60
얼룩말 다니오스는 매우 단단한 물고기입니다. 그들은 거의 죽이기 어렵습니다.	아마도 다니오스는 환경이 필요한데, 이것은 여러분이 탱크에 적어도 5-8 다니오스가 필요하다는 것을 의미한다.	main-forum	1.60
소변을 보는 구역을 식초로 청소한다(나는 내 고양이 딸이 아기 고양이였을 때 그렇게 하곤 했다).	다른 사람들은 그 지역의 냄새를 중화시키는 방법에 대해 몇 가지 좋은 제안을 했다.	main-forum	1.40
아리스토텔레스는 우주 그 자체의 중심에 세계를 두지 않았다.	왜 아리스토텔레스는 지구를 무한 우주의 중심에 놓은 것일까?	main-forum	2.80
나는 실증주의가 대부분 좌파 철학자들의 입장이라고 생각하지 않는다.	나는 실증주의가 좌파 이데올로기와 일상적으로 연관되어 있다고 확신하지 않는다.	main-forum	3.80
어떤 존재에게는 비 물리적인 존재가 있을 수 있지만 당신의 마음속에는 있지 않을 수 있습니다.	모든 비물질적인 것들이 마음속에 존재하는 것은 아니기 때문에 그 차이는 크다.	main-forum	3.40
수학 철학에 능숙한 사람들은 철학자들이 아니라 수학자들이다.	내 동기는 내가 무언가를 뿌리에서부터 사물을 보고 올라가는 것을 좋아한다는 것이다.	main-forum	0.00
"""필요""와 ""충분한""의 차이는 논리적 화살표의 방향입니다."	충분한 것은 상한이고, 필요한 것은 하한이다.	main-forum	2.00
나는 왜 그것이 투표되었는지 모르겠다. 하지만 렉스 커의 대답은 질문을 구걸한다.	그것은 동어 법이지만 논리와 영어의 설명 사이의 매핑은 잘못되었다.	main-forum	0.00
"""접근성""과 ""결정""에 대한 한 가지 이해 하에서, 당신의 접근성 관계는 당신의 공리에 의해 결정된다는 것이 사실입니다."	접근성은 당신이 작업하고 있는 모달 논리의 공리에 의해 결정된다.	main-forum	3.80
나는 한때 강한 AI 지위를 가진 물리학자들을 만났다.	설이 잘못 알고 있다고 생각하지만, 나는 당신이 그 문제를 발견했다고 생각하지 않는다.	main-forum	0.20
진술이 모순이나 자기모순을 증명할 수 없는 경우, 시스템을 무효화하거나 할 무효화 되도록 발전할 수도 있습니다.	이 시점에 도착하는 것이 어떤 시스템이든 검사할 수 있는 초점이 되어야 하는가?	main-forum	0.60
문제는 (힌두교에서)이다; 당신은 임신 때문에 존재하는가?	최소한 그것은 우리가 배워야 할 능력과 '지식'을 가지고 태어나야 한다는 것이다.	main-forum	1.80
"나는 비트겐슈타인의 ""해결책""을 이해하기 위해서는, 당신은 원래의 (역사적) 맥락을 고려해야 한다고 생각한다."	비트겐슈타인은 러셀 자신이 어떻게 역설을 해결했는지를 암시하고 있다 - 파급된 유형의 이론이다.	main-forum	1.80
"소위 ""복잡한""또는 ""상상적인""수에 대해 배운 적이 있다는 것을 잠시 잊어버리십시오."	다른 사람들이 이미 언급했듯이, 숫자는 물론 추상적이다.	main-forum	1.20
시간의 문제는 매우 어려운 문제인데, 이것은 아리스토텔레스에서 하이데거로 철학자들이 다룬 것이다.	위키피디아는, 아마도 자기 교정 매체일지라도, 반드시 어떤 것에 대한 결정적인 설명은 아니다.	main-forum	0.00
모든 부정적인 주장이 긍정적인 주장으로 유효하게 재편될 수 있는 것은 아니다.	나는 증명의 부담이 긍정적이거나 부정적인 버전에 있다고 생각하지 않는다.	main-forum	1.00
내가 이해한 바와 같이, 변화하거나 작은 부분으로 분해될 수 있는 것은 본질적으로 진짜이다.	우리의 상호작용은 단지 우리가 지각하는 곳에 달려 있다.	main-forum	0.40
나는 모든 강력한 단일 신이 우리가 알고 있는 우주를 창조하는 시나리오를 상상할 수 있다.	"이것은 아리스토텔레스가 ""이동되지 않은 이동자""라고 부른 것과 같은 생각이다."	main-forum	0.80
여행용 삼각대가 필요할 때, 나는 또한 트레크포드를 선택했다.	여러분의 필요를 충족시킬 수 있는 대안적인 삼각대는 트레크포드입니다.	main-forum	3.00
빠른 그림 뷰어는 9.99달러의 저렴한 가격에 확장 팩을 가지고 있으며, 이 팩은 그것들을 모두 커버하는 것으로 보인다.	빠른 그림 뷰어는 9.99 달러이며 64 비트 윈도우 7 (나는 그것을 직접 사용하고 있다)에서 잘 작동합니다.	main-forum	3.80
캐논과 올림푸스에서 수중 보관을 이용할 수 있는 소형 카메라가 많이 있습니다.	올림푸스 터프 모델들 중 일부와 같이 10미터까지 가는 방수 콤팩트가 있다.	main-forum	3.20
조리개 및 초점 길이와는 별도로 카메라 - 피사체 거리와 함께 필드 깊이 또한 감소합니다.	구멍이 넓을수록 초점 깊이가 작아질 것입니다.	main-forum	2.60
렌즈에 인쇄될 때 F-스톱은 보통 결장과의 비율로 표현된다(즉, ).	최대 F-stop(효과 개구 직경에 대한 초점 길이의 비율로 정의됨)을 가리킨다.	main-forum	3.00
색상 관리를 지원하는 브라우저를 사용하면서 이미지에 색상 프로파일을 포함해야 합니다.	내 경험상, 최종 제작이 SRGB에 있을 때, 처음부터 끝까지 그 색상 프로파일을 사용하십시오.	main-forum	2.60
나는 몇 개의 니콘 렌즈와, 슈퍼 와이드 샷을 위한 시그마 10-20mm를 가지고 있다.	만약 당신의 관심이 주로 광학이라면, 브랜드 전체가 아니라 개별 렌즈를 볼 필요가 있다.	main-forum	1.80
나는 크기를 늘리는 가장 좋은 단일 방법은 없다는 것을 발견했다.	웹에서 사용하기 위해 이미지를 크기 조정하고 선명하게 만드는 다양한 솔루션이 있습니다.	main-forum	2.60
나는 윈도우에서 페인트 가게 프로와 DXO 광학 프로를 사용해 왔다.	리눅스에서 나는 비블을 사용하는데, 비블은 몇몇 단점이 있지만, 제가 생각하기에 그것은 유일한 심각한 선택지이다.	main-forum	0.80
이론상 6등급 카드는 550d(48mbit)에 대한 HD(1080 ) 비디오에 충분한 대역폭 이상이어야 한다.	일부 카드는 HD 스트림을 받아들이기에 너무 느려서 충분히 빠른 카드가 필요합니다.	main-forum	1.60
여기 많은 샘플들이 있습니다 : pbase.com에 있는 16K 사진 중, 나는 몇몇이 D700을 가지고 있다고 확신합니다.	그것은 1 : 1 렌즈이므로, 피사체의 크기가 센서에서와 동일한 크기라는 것을 의미합니다.	main-forum	0.60
여기서도 나는 50mm F / 1.4를 가지고 있으며, 나의 가장 빠른 렌즈로서 콘서트와 저광선 사진 촬영을 위해 그것을 사용하지 않고는 살 수 없었습니다.	나는 18-55, 50/1.8, 50/1.4 그리고 50/1.4를 가지고 있으며, 50d로 대체된 20d도 있다.	main-forum	2.60
나는 엘린크롬 스카이포트를 이용하지만, 돈이 문제가 되지 않는다면 포켓위저드에 가라.	아니면 그냥 극히 싼 용누오 RF-602를 가지고 가세요, 이것은 여러분에게 본전을 뽑을 수 있을 만한 가치를 줍니다.	main-forum	1.20
"짧은 대답은 ""예, 당신은 이걸 할 수 있습니다""입니다."	내 경험으로 말하자면, 나는 오히려 두 개의 편광자를 결합한 다른 ND 필터를 가지고 가고 싶다.	main-forum	0.00
"이 용어는 보통 ""파괴적 대 비파괴적"" 편집이라고 불린다."	무손실/비파괴 편집은 가역적이며 변환 및/또는 데이터를 역전될 수 있는 방식을 수반할 것입니다.	main-forum	2.40
가치 있는 것에 대해, 렌즈의 먼지는 당신이 생각하는 것만큼 해롭지 않을 수도 있습니다.	일반 식기 세척액은 기름을 녹일 뿐만 아니라 기름을 묶기 때문에 기름을 제거하는데 매우 좋다.	main-forum	0.40
대형 포맷 중고 카메라는 구입할 가치가 매우 많이 있습니다. 그들은 종종 매우 잘 관리되고, 코디가 된 게 아니라면.	만약 내가 선택해야 한다면, 린호프가 나의 선택이 될 것이다.	main-forum	0.60
anile, 결과의 차이가 분명히 있는데, 주로 이미지 품질에 있다.	사진 촬영을 배우고 싶다면, 거의 모든 카메라로 시작할 수 있을 것이다.	main-forum	1.00
얼리는 동작은 일반적으로 빠른 셔터 속도와 적절한 시간에 플래시와 같은 두 가지가 필요합니다.	@ personartphoto의 대답 외에도 당신은 플래시(내장 또는 더 나은 것, 외장)를 사용하여 모션을 동결할 수 있다.	main-forum	2.60
연방정부 결혼보호법은 헌법 9조와 10조의 개정안만큼 완전한 신앙과 신용 조항을 시험하지 않는다.	의회 법령으로서의 결혼보호법은 헌법의 완전한 신앙과 신용 조항을 위반할 수 없었다.	main-forum	4.00
공무원들은 법이 그들이 할 수 있도록 허용하기 때문에 노조를 만들 수 있다.	공무원들이 노조를 만들 수 있는 법적 이유는 다른 곳에서 설명되어 왔다.	main-forum	3.60
미국은 특정한 순서가 없는 몇 가지 이유로 더 작은 지하 경제를 가지고 있는 것으로 보인다.	미국에는 지하 경제를 이끄는 세 가지 주요 요인이 있다.	main-forum	2.60
의료보험에 관한 관점을 제쳐두고, 당신은 전쟁을 벌이는 것이 생명을 구하지 않는다는 결함이 있는 전제에서 일하고 있다.	의료보험은 아마도 오바마의 의료법이 생명을 구할 것이라는 당신의 묵시적인 주장을 거부할 것이다.	main-forum	1.60
대통령은 독일인들에게 그렇게 중요한 것은 아니다.	독일 대통령의 기능은 거의 그냥 대표직인 것이다.	main-forum	4.00
"""다수결의 원칙"" 체계에서 두 개 이상의 당사자를 유지하는 것은 어렵습니다."	다수결의 원칙'은 두 정당을 선호하지만, 그것은 확실히 제3자의 소외를 보장하지 않는다.	main-forum	3.00
물리학과 가장 흡사한 경제학의 부분은 미시경제학이라고 불린다.	우선, 나는 물리학자들이 항상 그들의 이론과 예측에 동의한다고 생각하지 않는다.	main-forum	0.60
우크라이나 동부의 카르키브에서 온 우크라이나 시민으로서 제 의견을 공유하겠습니다.	나는 이것이 보이는 것보다 더 철학적이고 윤리적인 질문이라고 확신한다.	main-forum	0.00
대부분의 사람들은 잘 살길 원할 뿐만 아니라 시간이 지남에 따라 더 잘 살길 원합니다.	우선, 경제 성장의 주요 동력은 자원, 기술, 그리고 기관이다.	main-forum	0.40
나는 그 현상이 공식적인 정치학적인 이름을 가지고 있는지 아직 대답할 수 없다.	이 질문에 당신이 제시한 관점에는 두 가지 문제가 있는데, 이는 겉보기에 모순을 설명해 준다.	main-forum	0.40
아니오, 환자 보호 및 저렴한 치료법에는 대통령이 부여한 과도기적 권한이 없습니다.	"규정의 작성에 힘입어 항상 ""과도적 권한""이 있다."	main-forum	2.00
러시아 연방법은 사실 이것에 대해 상당히 구체적이고, 주장한 것처럼 자의적이지 않다.	러시아에서의 마지막 대통령 선거는 2012년 3월 4일과 2011년 12월 4일에 두마를 위해 열렸다.	main-forum	0.60
이 질문은 이미 널리 논의되어 회의론자들에 대해 답변되었다.	최저임금법은 가장 숙련되지 않은, 가장 생산적이지 않은 사람들에게 가장 많은 해를 끼친다.	main-forum	0.00
시아파 무슬림에 따르면 특히 이란 국가와 헤즈볼라에 따르면 이스라엘이라고 불리는 나라는 존재하지 않는다.	팔레스틴의 정의와 마찬가지로 이스라엘에 대한 정의는 당신이 누구에게 묻느냐에 따라 달라진다.	main-forum	3.20
왜냐하면 그녀의 폐하가 법을 바꾸거나 거부권을 행사하는 더 효과적인 방법이 있기 때문입니다.	그들은 법을 거부하지 않는다. 왜냐하면 아무도 표현된 여왕의 의지에 반하는 법을 채택하지 않을 것이기 때문이다.	main-forum	2.80
절대다수는 항상 기관 또는 상황에 의해 정의됩니다.	인도와 같은 나라에서는, 모든 의회의 의석 중 2/3을 차지할 때, 절대다수를 차지한다.	main-forum	2.60
부르하우저 교수는 누가 최저임금 인상으로 피해를 입는지에 대해 광범위한 연구를 해왔다.	최저임금법은 가장 숙련되지 않은, 가장 생산적이지 않은 사람들에게 가장 많은 해를 끼친다.	main-forum	2.80
그 대학 선거구는 아일랜드가 독립한 1922년 영국에서 사용되는 대학 선거구를 모델로 하고 있다.	이것은 여전히 Gov 't의 대표적인 형식이지만 독특한 트위스트가 있습니다.	main-forum	0.20
주제 연구를 시작하기 전에, 무엇을 성취하고 싶은지 알아내라.	유진이 제안했듯이, 무엇을 이루고 싶은지 알아내려고 노력하세요.	main-forum	3.20
아래 일식은 내가 거의 매일 사용하는 일식 단축키 목록이다.	키보드 바로 가기를 사용하도록 자신을 훈련시키기 위해서는 며칠 동안 마우스 플러그를 뽑으십시오.	main-forum	0.60
다른 사람들이 언급했듯이, 아이 로봇 룸바는 의미 있는 일을 하는 가정용 로봇의 훌륭한 예이다.	나는 바닥 청소를 위한 아이로봇 룸바에 만족했다.	main-forum	3.60
내가 기억하려고 하는 중요한 것은 단지 주의를 기울이는 것이다.	나는 이 질문을 한 이후 이 주제에 대해 읽고 있다.	main-forum	0.00
나는 당신이 이것에 약간의 통계적 사고를 적용할 필요가 있다고 생각한다.	낙담하지 않는 한 가지 일반적인 열쇠는 자신을 다른 사람들과 비교하는 것을 피하는 것이다.	main-forum	0.00
빠른 연구(1, 2)는 카페인의 농도가 섭취 후 약 30-60분 정도 최고조에 달하는 것으로 보인다는 것을 보여주었다.	문제는 그것이 결코 그 진정한 의미에서 유용해지지 않는다는 것이다.	main-forum	0.00
여기 내가 알아차리지 못한 사이 개발시킨 기술이 있다: 다중 브라우저.	나는 당신의 시간을 추적하는 것이 해결책의 기반이라는 다른 사람들의 의견에 동의한다.	main-forum	0.00
나는 직장에 서있는/앉아 있는 책상이 있고 정말 마음에 든다.	다른 응답자들에 의해 언급된 바와 같이, 서있는 책상을 사용하는 것이 반드시 완벽한 해결책은 아니라는 것이 밝혀졌다.	main-forum	2.20
그 질문이 대답이 되었음에도 불구하고 나는 내 대답을 덧붙이고 싶다.	내가 이 말을 해야 할지 모르겠지만, 당신의 일이 당신을 불안하게 만든다면.	main-forum	0.00
당신의 뇌는 이미 당신의 시야의 끝을 보고, 아래로 감기 시작한다.	동기부여에 도움이 될 만한 몇 가지 조언을 여기 쓰고 있습니다.	main-forum	0.40
전통적인 포모도로 기술을 고수하기 위해 이것은 방해물로 여겨진다.	대부분의 브라우저에서 실제로 이 기능만을 수행하기 위한 기능이 이미 있습니다.	main-forum	0.00
나는 90일이 단일 기간 동안 계획할 수 있는 가장 절대적인 것이라고 생각한다.	확실히 한 달 전에 계획하라 - 당신의 계획이 바뀌는 것은 전적으로 괜찮다 - 그들이 하는 것처럼 그것을 수정하라.	main-forum	2.60
"사용자들은 그/그녀 자신을 매크로와 같은 ""명백한"" 효율 도구의 비용 / 이익을 평가해야 합니다."	그들에게 특정한 대답이나 방법을 강요하는 대신에.	main-forum	0.80
나는 일정을 정하고 직장에 가는 의식을 완수하는 것에 관한 이전의 대답이 좋다.	3 패널 화면을 구입하여 작업 영역을 수면 영역과 분리하는 데 사용합니다.	main-forum	0.40
"나는 David Allen의 책인 ""일을 해내는 것""을 읽는 것으로 시작할 것이다."	나는 데이비드 앨런이 광고하는 GTD(일을 끝내는 것) 시스템에 매달 48달러를 쓰는 것을 고려하고 있다.	main-forum	3.00
공부를 한 후에 머리를 맑게 하는 가장 좋은 방법은 활발한 신체 운동을 하는 것이다.	나에게 효과가 있는 것은 주제를 바꾸고 자주 쉬는 것이다.	main-forum	2.20
나는 조쉬 브루스의 조언 중 일부에 대해 동의하지 않는다.	연구는 공부 후에 자는 것이 꽤 좋은 경험 법칙이라는 것을 보여준다.	main-forum	0.60
현재 나는 순수 디지털 GTD 설정에 상당히 근접해 있다. 하지만 이것은 약간의 개선과 조정으로도 가능했다.	내 GTD 시스템은 사실상 100% 전자제품이다. 여기 자세히 설명되어 있는 것처럼.	main-forum	3.40
두려움을 느끼고, 어쨌든 해라, 그 책은 두려움을 느끼라고 추천한다.	두려움에 직면하고 놀이기구를 즐기기 위한 13가지 팁은 흥미롭게 보인다.	main-forum	2.20
나는 최근에 이케아로부터 2개의 좌석/스탠드 갤런트 테이블을 샀고, 나는 그것들에 만족한다.	htt : / / www.varidesk.com /에 대한 설계 템플릿을 얻을 수 있는 수제 / DIY 버전도 있습니다.	main-forum	1.80
나는 나에게 가장 좋은 것은 적절하고 일관된 수면 스케줄을 갖는 것이라고 말할 것이다.	IOS에는 이상한 알람도 있습니다. 이는 알람이 꺼지기 전에 간단한 논리 / 수학 문제를 해결하게 합니다.	main-forum	0.80
일부 연구는 개방 공간 환경이 방해, 스트레스 및 소음으로 인해 2-10 %의 작업 효율을 낮춘다는 것을 제안합니다.	도움이 될 수 있는 그룹이라는 아이폰 앱이 있다.	main-forum	0.00
경험 : 당신은 당신의 프로젝트/사무실에서 더 경험이 많은 다른 동료들이 어떤 것들을 빨리 이해한다는 것을 알아차렸을 것이다.	나는 학습 태도가 스스로 배운 사람의 설립 기술이라고 생각한다.	main-forum	1.60
제한된 지역에서 방황할 자격이 있는 사람들이 비교적 좁다.	수도는 제한된 지역으로 향하는 사람들을 심하게 처벌한다(예: ).	main-forum	2.80
"나는 ""가장 광범위한""이라는 별명이 도로시 존스 하이트의 언어에 적용되어야 한다는 것에 동의하지 않는다."	가장 광범위한 불칸 언어는 60년대 팬들에 의해 만들어졌는데, 특히 언어학자인 도로시 존스 하이트에 의해 만들어졌다.	main-forum	1.67
나는 그것이 일종의 고리 세계라고 믿는 경향이 있다.	그것은 공허하지 않고, 우리의 세계와 똑같이 둥글다.	main-forum	1.80
한편으로는, 캐논에는 시간 전환기가 제시간에 앞으로 나아갈 수 있다고 제안할 만한 것이 아무것도 없다.	시간 전환기는 시간으로 되돌아가는 데 사용하기 위한 것이라고 명시적으로 언급되었다.	main-forum	2.80
나는 세인트 틴지의 론 무어에게 스토리 아이디어를 던지도록 초대받았다.	그것은 분명히 해를 끼치지 않고 필드를 떠날 수 있습니다 - 그것은 일어났습니다.	main-forum	0.00
우선, 주문을 거는 데 3가지 주요 특징이 있는 것 같다고 말해두죠.	나는 항상 해리가 다른 요소들보다 혼혈 왕자로부터 더 잘 배우는 것 같다고 생각했다.	main-forum	0.60
나는 아틀란티스를 먼저 보면서 스타게이트 시리즈를 보기 시작했다!	아틀란티스와 우주에 대한 심층적인 분석 없이, 나는 가능한 한 간결하게 시도할 것이다.	main-forum	1.80
나는 다이슨 구가 가장 현실적인 구라고 투표했다.	앨런 스틸의 책 헥스는 다이슨 구를 묘사하지만 육각형들로 만들어졌다, 1000마일(k?	main-forum	0.40
에이미가 침묵이 그녀를 사로잡기 전에 그 여자를 보았기 때문에 시즌이 시작되기 전이었다.	정확한 시간표는 아직 나열되지 않았지만, 우리가 할 수 있는 몇 가지 가정이 있다.	main-forum	0.20
두 개 혹은 그 이상의 충돌한 평행한 세계가 있습니다.	우리의 용감한 영웅들은 우주복에 있던 아이를 쫓지 않았다.	main-forum	0.00
딕은 과학인이 아니라 아이디어맨이고, 사교적인 사람이었다.	필립 케이딕의 작품들은 대부분은 적어도 하드한 공상 과학은 아니다.	main-forum	1.40
"먼저, 우리는 ""구체""가 덜 딱딱하고 부드러운 Sf, 스릴러, 공항 소설 및 그러한 것들임을 고려해야 합니다."	"실제 우주선의 ""지느러미""는 일반적으로 태양 전지판 또는 열 방사기 두 가지 목적 중 하나입니다."	main-forum	0.00
캐논에 따르면, 레이아는 전투, 특히 사격(이것은 EU 서적에서 나온 것)의 전문가였다.	실제 전투에서는 대부분의 화재가 적을 죽이는 것이 아닌, 진압하는 데 사용됩니다.	main-forum	0.60
나는 우리가 포유류 종 분화에 대한 확실한 이론을 가지고 있다고 생각하지 않는다.	짧은 대답은 진화가 인간에게 아가미를 만들 수 없었다는 것이다.	main-forum	0.80
2006년도 발행 표지, 질문의 선택 B는 2006년 버전입니다.	위키피디아의 시간 여행 규칙의 편집은 이 주제에 대해 확인할 수 있는 좋은 자료이다.	main-forum	0.20
수화는 의미, 감정 또는 의도를 전달할 음색이 없기 때문에 아마도 수화일 것입니다.	신체 자세가 모든 언어에서 큰 역할을 한다고 말하는 것이 더 안전하다.	main-forum	2.20
